Symbol,Name
1COV.DE,Covestro AG
ADS.DE,adidas AG
AIR.DE,Airbus SE
ALV.DE,Allianz SE
AROG.DE,Karstadt
BAS.DE,BASF SE
BAYN.DE,Bayer AG
BEI.DE,Beiersdorf AG
BMW.DE,Bayerische Motoren Werke AG
BNR.DE,Brenntag SE
CON.DE,Continental AG
DB1.DE,Deutsche Boerse AG
DBK.DE,Deutsche Bank AG
DHER.DE,Delivery Hero SE
DHL.DE,Deutsche Post AG
DTE.DE,Deutsche Telekom AG
ENR.DE,Siemens Energy AG
FME.DE,Fresenius Medical Care AG
FRE.DE,Fresenius SE & Co KGaA
HEI.DE,Heidelberg Materials AG
HEN3.DE,Henkel AG & Co KGaA
HFG.DE,HelloFresh SE
IFX.DE,Infineon Technologies AG
LIN.DE,Linde
MRK.DE,Merck KGaA
MTX.DE,MTU Aero Engines AG
MUV2.DE,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen
PAH3.DE,Porsche Automobil Holding SE
PUM.DE,Puma SE
QIA.DE,QIAGEN NV
RWE.DE,RWE AG
SAP.DE,SAP SE
SHL.DE,Siemens Healthineers AG
SIE.DE,Siemens AG
SRT3.DE,Sartorius AG
SY1.DE,Symrise AG
VNA.DE,Vonovia SE
VOW3.DE,Volkswagen AG
ZAL.DE,Zalando SE
